"=""31811010314733""	"
"=""31811010314774""	"
"=""31811010314857""	"
"=""31811010314782""	"
"=""31811010314865""	"
"=""31811010314899""	"
"=""31811010314931""	"
"=""31811010314972""	"
"=""31811010315011""	"
"=""31811010315052""	"
"=""31811010315136""	"
"=""31811010315177""	"
"=""31811010859976""	"
"=""31811010314907""	"
"=""31811010314949""	"
"=""31811010314980""	"
"=""31811010315029""	"
"=""31811010315060""	"
"=""31811010315102""	"
"=""31811010315144""	"
"=""31811010315185""	"
"=""31811010314915""	"
"=""31811010314956""	"
"=""31811010314998""	"
"=""31811010315037""	"
"=""31811010315078""	"
"=""31811010315110""	"
"=""31811010315151""	"
"=""31811010314923""	"
"=""31811010314964""	"
"=""31811010315003""	"
"=""31811010315045""	"
"=""31811010315086""	"
"=""31811010315128""	"
"=""31811010315169""	"
"=""31811010315201""	"
"=""31811010315276""	"
"=""31811010315219""	"
"=""31811010315250""	"
"=""31811010315292""	"
"=""31811010315334""	"
"=""31811010315417""	"
"=""31811010859984""	"
"=""31811010750365""	"
"=""31811010750290""	"
"=""31811010750258""	"
"=""31811010339391""	"
"=""31811010339409""	"
"=""31811010339219""	"
"=""31811010339227""	"
"=""31811010339235""	"
"=""31811010339243""	"
"=""31811010339276""	"
"=""31811010339250""	"
"=""31811010340530""	"
"=""31811010340522""	"
"=""31811010340514""	"
"=""31811010340506""	"
"=""31811010340498""	"
"=""31811010750241""	"
"=""31811010750209""	"
"=""31811010758939""	"
"=""31811010332701""	"
"=""31811010332693""	"
"=""31811010095324""	"
"=""31811010332685""	"
"=""31811010332677""	"
"=""31811010332669""	"
"=""31811010332651""	"
"=""31811010332644""	"
"=""31811010332636""	"
"=""31811010332628""	"
"=""31811010332610""	"
"=""31811010332602""	"
"=""31811010332594""	"
"=""31811010332586""	"
"=""31811010332578""	"
"=""31811010332560""	"
"=""31811010332552""	"
"=""31811010332545""	"
"=""31811010332537""	"
"=""31811010332529""	"
"=""31811010332511""	"
"=""31811010332503""	"
"=""31811010332495""	"
"=""31811010332966""	"
"=""31811010332958""	"
"=""31811010332941""	"
"=""31811010332933""	"
"=""31811010332925""	"
"=""31811010332917""	"
"=""31811010332891""	"
"=""31811011253864""	"
"=""31811011253906""	"
"=""31811011253948""	"
"=""31811011253674""	"
"=""31811011253716""	"
"=""31811011253757""	"
"=""31811011253799""	"
"=""31811011253831""	"
"=""31811011253872""	"
"=""31811011253914""	"
"=""31811011253955""	"
"=""31811011253682""	"
"=""31811011267294""	"
"=""31811011267336""	"
"=""31811011267377""	"
"=""31811011267104""	"
"=""31811011267146""	"
"=""31811011267187""	"
"=""31811011267229""	"
"=""31811011267260""	"
"=""31811011267302""	"
"=""31811011267344""	"
"=""31811011267385""	"
"=""31811011267112""	"
"=""31811011253724""	"
"=""31811011253765""	"
"=""31811011253807""	"
"=""31811011253880""	"
"=""31811011253922""	"
"=""31811011253963""	"
"=""31811011267096""	"
"=""31811011267138""	"
"=""31811011267179""	"
"=""31811011267211""	"
"=""31811011267252""	"
"=""31811011267153""	"
"=""31811011267195""	"
"=""31811011267237""	"
"=""31811011267278""	"
"=""31811011267310""	"
"=""31811011851113""	"
"=""31811011851097""	"
"=""31811011851105""	"
"=""31811010979154""	"
"=""31811010979113""	"
"=""31811010979071""	"
"=""31811010979030""	"
"=""31811010979329""	"
"=""31811010979287""	"
"=""31811010979246""	"
"=""31811010979204""	"
"=""31811010979162""	"
"=""31811010979121""	"
"=""31811010979089""	"
"=""31811010979048""	"
"=""31811010980897""	"
"=""31811010980855""	"
"=""31811010980814""	"
"=""31811010980772""	"
"=""31811010980731""	"
"=""31811010980699""	"
"=""31811010980657""	"
"=""31811010980616""	"
"=""31811010980905""	"
"=""31811010980863""	"
"=""31811010980822""	"
"=""31811010980780""	"
"=""31811010980749""	"
"=""31811010979105""	"
"=""31811010979063""	"
"=""31811010979022""	"
"=""31811010979311""	"
"=""31811010979279""	"
"=""31811010979238""	"
"=""31811010979196""	"
"=""31811010980707""	"
"=""31811010969460""	"
"=""31811010093378""	"
"=""31811010334640""	"
"=""31811010334681""	"
"=""31811010334723""	"
"=""31811010334590""	"
"=""31811010334244""	"
"=""31811010334251""	"
"=""31811010334293""	"
"=""31811010334335""	"
"=""31811010334376""	"
"=""31811010334384""	"
"=""31811010334343""	"
"=""31811010334301""	"
"=""31811003177030""	"
"=""31811010334269""	"
"=""31811010334277""	"
"=""31811010334319""	"
"=""31811010334350""	"
"=""31811010334392""	"
"=""31811010334285""	"
"=""31811010334327""	"
"=""31811010334368""	"
"=""31811010334400""	"
"=""31811010333964""	"
"=""31811010333774""	"
"=""31811010333782""	"
"=""31811010333790""	"
"=""31811010333808""	"
"=""31811010333816""	"
"=""31811012201144""	"
"=""31811010334657""	"
"=""31811010334616""	"
"=""31811010334574""	"
"=""31811010334566""	"
"=""31811010334525""	"
"=""31811010334483""	"
"=""31811010334442""	"
"=""31811010334434""	"
"=""31811010334475""	"
"=""31811010334517""	"
"=""31811010334509""	"
"=""31811010334467""	"
"=""31811010334426""	"
"=""31811010334533""	"
"=""31811010334491""	"
"=""31811010334822""	"
"=""31811003177055""	"
"=""31811010334863""	"
"=""31811010334871""	"
"=""31811003177063""	"
"=""31811010334830""	"
"=""31811010334798""	"
"=""31811010334756""	"
"=""31811010334889""	"
"=""31811010334848""	"
"=""31811003177071""	"
"=""31811010334806""	"
"=""31811003177089""	"
"=""31811010334764""	"
"=""31811003177097""	"
"=""31811010334418""	"
"=""31811010334459""	"
"=""31811010335019""	"
"=""31811010335209""	"
"=""31811010326976""	"
"=""31811010326984""	"
"=""31811010636325""	"
"=""31811010636283""	"
"=""31811010326968""	"
"=""31811010326950""	"
"=""31811012047307""	"
"=""31811011807719""	"
"=""31811012755107""	"
"=""31811012129204""	"
"=""31811012831007""	"
"=""31811012951730""	"
"=""31811012593482""	"
"=""31811012685676""	"
"=""31811012341486""	"
"=""31811013228666""	"
"=""31811013639656""	"
"=""31811013730141""	"
"=""31811010351933""	"
"=""31811003178400""	"
"=""31811010351941""	"
"=""31811010351958""	"
"=""31811010351966""	"
"=""31811010351891""	"
"=""31811010351909""	"
"=""31811010636051""	"
"=""31811010636093""	"
"=""31811011264010""	"
"=""31811010636085""	"
"=""31811010343153""	"
"=""31811010343096""	"
"=""31811010343104""	"
"=""31811010343112""	"
"=""31811010343054""	"
"=""31811010343062""	"
"=""31811010343070""	"
"=""31811012013846""	"
"=""31811012027796""	"
"=""31811012027804""	"
"=""31811012028091""	"
"=""31811012028109""	"
"=""31811012028117""	"
"=""31811012028125""	"
"=""31811012028414""	"
"=""31811012028422""	"
"=""31811012028430""	"
"=""31811012028448""	"
"=""31811012028737""	"
